ppm, BSLE010, BSLE046
479.9904,-0.0563,0.1876
480.051,-0.0651,0.1871
480.1117,-0.0958,0.1716
480.1723,-0.1551,0.1362
480.233,-0.2369,0.0806
480.2937,-0.3219,0.012
480.3543,-0.3846,-0.0547
480.415,-0.4063,-0.1023
480.4757,-0.383,-0.1197
480.5363,-0.3265,-0.1086
480.597,-0.2561,-0.0826
480.6576,-0.1878,-0.06
480.7183,-0.1281,-0.0521
480.779,-0.0757,-0.0571
480.8396,-0.0282,-0.0621
480.9003,0.012,-0.0519
480.961,0.0374,-0.0204
481.0216,0.0406,0.0249
481.0823,0.0212,0.0678
481.1429,-0.0123,0.0931
481.2036,-0.0469,0.0973
481.2643,-0.0717,0.0896
481.3249,-0.0841,0.0863
481.3856,-0.0888,0.0998
481.4463,-0.0937,0.1311
481.5069,-0.1045,0.1692
481.5676,-0.1231,0.1985
481.6282,-0.1488,0.2082
481.6889,-0.1813,0.1978
481.7496,-0.2208,0.1769
481.8102,-0.2651,0.159
481.8709,-0.3065,0.1542
481.9316,-0.3318,0.1644
481.9922,-0.3281,0.1841
482.0529,-0.2896,0.2045
482.1135,-0.2224,0.2187
482.1742,-0.1426,0.2248
482.2349,-0.0683,0.2266
482.2955,-0.0111,0.2305
482.3562,0.0278,0.241
482.4169,0.0549,0.2571
482.4775,0.0778,0.2713
482.5382,0.099,0.2733
482.5988,0.1151,0.2555
482.6595,0.1209,0.2192
482.7202,0.1143,0.1764
482.7808,0.0983,0.1457
482.8415,0.0788,0.1426
482.9022,0.0597,0.1696
482.9628,0.0403,0.2123
483.0235,0.0154,0.2444
483.0841,-0.0203,0.2409
483.1448,-0.0688,0.1928
483.2055,-0.1275,0.1131
483.2661,-0.1899,0.0323
483.3268,-0.2477,-0.0166
483.3875,-0.2918,-0.0152
483.4481,-0.3122,0.0315
483.5088,-0.3006,0.0985
483.5694,-0.2539,0.1545
483.6301,-0.1802,0.1771
483.6908,-0.1002,0.1623
483.7514,-0.0428,0.1228
483.8121,-0.0327,0.0787
483.8728,-0.0782,0.0465
483.9334,-0.1649,0.0337
483.9941,-0.2604,0.0389
484.0547,-0.3301,0.0573
484.1154,-0.3536,0.0842
484.1761,-0.3344,0.1155
484.2367,-0.2958,0.1447
484.2974,-0.2674,0.1619
484.3581,-0.2688,0.1561
484.4187,-0.3015,0.1207
484.4794,-0.3509,0.0593
484.54,-0.3976,-0.0139
484.6007,-0.4285,-0.0796
484.6614,-0.4421,-0.1227
484.722,-0.4463,-0.1391
484.7827,-0.4504,-0.1365
484.8434,-0.4581,-0.1275
484.904,-0.4643,-0.1198
484.9647,-0.4578,-0.1106
485.0253,-0.4269,-0.0884
485.086,-0.3661,-0.0412
485.1467,-0.2803,0.0335
485.2073,-0.1857,0.1233
485.268,-0.1068,0.2052
485.3287,-0.0689,0.2549
485.3893,-0.0885,0.2586
485.45,-0.1652,0.2186
485.5106,-0.2787,0.1512
485.5713,-0.3954,0.0793
485.632,-0.4805,0.0233
485.6926,-0.513,-0.0037
485.7533,-0.4931,0.0023
485.814,-0.4402,0.039
485.8746,-0.3813,0.0986
485.9353,-0.3385,0.1689
485.9959,-0.3204,0.2342
486.0566,-0.3242,0.2774
486.1173,-0.3438,0.2861
486.1779,-0.3766,0.2578
486.2386,-0.4249,0.2023
486.2993,-0.4899,0.1372
486.3599,-0.5641,0.0793
486.4206,-0.6289,0.0359
486.4812,-0.6611,0.0017
486.5419,-0.6439,-0.0359
486.6026,-0.5771,-0.0868
486.6632,-0.4781,-0.1502
486.7239,-0.3743,-0.2133
486.7846,-0.2902,-0.2581
486.8452,-0.2385,-0.2725
486.9059,-0.2188,-0.2572
486.9665,-0.2238,-0.2241
487.0272,-0.2469,-0.1886
487.0879,-0.2856,-0.1596
487.1485,-0.3395,-0.1346
487.2092,-0.4051,-0.1033
487.2699,-0.4724,-0.0556
487.3305,-0.5277,0.0108
487.3912,-0.5596,0.0883
487.4518,-0.5653,0.1638
487.5125,-0.5527,0.2252
487.5732,-0.5363,0.2675
487.6338,-0.5306,0.2927
487.6945,-0.5442,0.3075
487.7552,-0.5772,0.3195
487.8158,-0.623,0.3346
487.8765,-0.6718,0.3556
487.9371,-0.7129,0.3824
487.9978,-0.7372,0.4105
488.0585,-0.738,0.4317
488.1191,-0.7128,0.437
488.1798,-0.6651,0.4214
488.2405,-0.6038,0.3891
488.3011,-0.5419,0.3535
488.3618,-0.4915,0.3314
488.4224,-0.4605,0.3333
488.4831,-0.45,0.3551
488.5438,-0.455,0.379
488.6044,-0.4671,0.3823
488.6651,-0.4766,0.3514
488.7258,-0.4744,0.2894
488.7864,-0.4525,0.2143
488.8471,-0.4065,0.1471
488.9077,-0.3378,0.0989
488.9684,-0.2557,0.0655
489.0291,-0.1768,0.0334
489.0897,-0.1197,-0.0072
489.1504,-0.0976,-0.0527
489.211,-0.112,-0.0863
489.2717,-0.1521,-0.0891
489.3324,-0.2008,-0.0535
489.393,-0.2432,0.01
489.4537,-0.2729,0.0786
489.5144,-0.2926,0.1307
489.575,-0.3077,0.1579
489.6357,-0.319,0.1679
489.6963,-0.3199,0.1749
489.757,-0.3,0.188
489.8177,-0.2541,0.2034
489.8783,-0.189,0.2081
489.939,-0.1234,0.1913
489.9997,-0.0798,0.1552
490.0603,-0.0727,0.116
490.121,-0.1008,0.096
490.1816,-0.1479,0.1098
490.2423,-0.1924,0.155
490.303,-0.219,0.2127
490.3636,-0.2256,0.2574
490.4243,-0.2215,0.2696
490.485,-0.2186,0.2449
490.5456,-0.2224,0.1938
490.6063,-0.2277,0.1364
490.6669,-0.2233,0.0925
490.7276,-0.1997,0.0751
490.7883,-0.1559,0.0866
490.8489,-0.1003,0.1195
490.9096,-0.0449,0.1595
490.9703,0.0021,0.1909
491.0309,0.0401,0.2018
491.0916,0.0744,0.1889
491.1522,0.1093,0.1571
491.2129,0.142,0.1164
491.2736,0.1622,0.0744
491.3342,0.1572,0.0315
491.3949,0.1204,-0.0186
491.4556,0.0579,-0.0829
491.5162,-0.0117,-0.1604
491.5769,-0.0636,-0.2383
491.6375,-0.0773,-0.2964
491.6982,-0.0442,-0.3184
491.7589,0.0291,-0.3028
491.8195,0.1249,-0.2659
491.8802,0.2212,-0.2341
491.9409,0.2998,-0.229
492.0015,0.3514,-0.2552
492.0622,0.3769,-0.2977
492.1228,0.3845,-0.3317
492.1835,0.3855,-0.3371
492.2442,0.388,-0.3095
492.3048,0.3933,-0.2611
492.3655,0.3941,-0.2103
492.4262,0.3785,-0.17
492.4868,0.3357,-0.1404
492.5475,0.2633,-0.1103
492.6081,0.1703,-0.0667
492.6688,0.0747,-0.0036
492.7295,-0.004,0.0739
492.7901,-0.0547,0.153
492.8508,-0.0789,0.2199
492.9115,-0.0886,0.2662
492.9721,-0.0978,0.2909
493.0328,-0.1131,0.2985
493.0934,-0.1288,0.2953
493.1541,-0.1312,0.2868
493.2148,-0.1081,0.2768
493.2754,-0.0585,0.2676
493.3361,0.0045,0.26
493.3968,0.0587,0.2539
493.4574,0.0834,0.2477
493.5181,0.0696,0.2394
493.5787,0.0231,0.2266
493.6394,-0.0394,0.2074
493.7001,-0.0978,0.1799
493.7607,-0.1359,0.1423
493.8214,-0.1448,0.0944
493.8821,-0.1219,0.0391
493.9427,-0.0706,-0.016
494.0034,0.0008,-0.0605
494.064,0.0779,-0.0851
494.1247,0.1418,-0.0869
494.1854,0.1747,-0.0732
494.246,0.1671,-0.0588
494.3067,0.1231,-0.0599
494.3674,0.0604,-0.0855
494.428,0.0015,-0.1333
494.4887,-0.0378,-0.1917
494.5493,-0.0569,-0.2475
494.61,-0.0701,-0.2928
494.6707,-0.0973,-0.3283
494.7313,-0.1505,-0.3596
494.792,-0.2251,-0.3901
494.8527,-0.3001,-0.4156
494.9133,-0.3483,-0.4255
494.974,-0.3502,-0.4083
495.0346,-0.3038,-0.3602
495.0953,-0.2262,-0.2882
495.156,-0.1455,-0.2081
495.2166,-0.0899,-0.1367
495.2773,-0.0778,-0.0843
495.338,-0.1139,-0.0521
495.3986,-0.1906,-0.0342
495.4593,-0.2933,-0.0235
495.5199,-0.4053,-0.0162
495.5806,-0.5116,-0.0127
495.6413,-0.6004,-0.0148
495.7019,-0.6638,-0.0225
495.7626,-0.6982,-0.0324
495.8233,-0.7039,-0.0386
495.8839,-0.685,-0.0358
495.9446,-0.6484,-0.0215
496.0052,-0.6025,0.0046
496.0659,-0.556,0.042
496.1266,-0.5156,0.0903
496.1872,-0.4857,0.1493
496.2479,-0.4674,0.2163
496.3086,-0.4584,0.284
496.3692,-0.4543,0.341
496.4299,-0.4498,0.3744
496.4905,-0.4406,0.3756
496.5512,-0.4234,0.344
496.6119,-0.397,0.2884
496.6725,-0.3619,0.223
496.7332,-0.3208,0.1625
496.7939,-0.2783,0.1158
496.8545,-0.2404,0.0845
496.9152,-0.2123,0.0645
496.9758,-0.1959,0.0494
497.0365,-0.187,0.0353
497.0972,-0.1762,0.0215
497.1578,-0.153,0.0094
497.2185,-0.1122,-0.0004
497.2792,-0.0586,-0.0093
497.3398,-0.0064,-0.0205
497.4005,0.0263,-0.0365
497.4611,0.0272,-0.0564
497.5218,-0.0033,-0.0752
497.5825,-0.0519,-0.0855
497.6431,-0.0994,-0.0807
497.7038,-0.131,-0.0579
497.7645,-0.1443,-0.0191
497.8251,-0.1499,0.0297
497.8858,-0.1642,0.08
497.9464,-0.1988,0.1228
498.0071,-0.2531,0.15
498.0678,-0.3132,0.1567
498.1284,-0.3587,0.1423
498.1891,-0.372,0.1129
498.2498,-0.3465,0.0798
498.3104,-0.2888,0.0568
498.3711,-0.2157,0.0535
498.4317,-0.1467,0.0711
498.4924,-0.0969,0.1013
498.5531,-0.0723,0.1301
498.6137,-0.0682,0.1454
498.6744,-0.0726,0.1435
498.7351,-0.0715,0.1297
498.7957,-0.0553,0.1146
498.8564,-0.0241,0.1068
498.917,0.0127,0.1076
498.9777,0.04,0.112
499.0384,0.0451,0.1131
499.099,0.0246,0.1081
499.1597,-0.0125,0.1001
499.2204,-0.0494,0.0952
499.281,-0.0698,0.0974
499.3417,-0.0665,0.105
499.4023,-0.0448,0.1117
499.463,-0.0194,0.1117
499.5237,-0.0061,0.1038
499.5843,-0.0144,0.0929
499.645,-0.044,0.0864
499.7057,-0.0874,0.0897
499.7663,-0.1358,0.1033
499.827,-0.1829,0.1242
499.8876,-0.2248,0.1486
499.9483,-0.2575,0.1746
500.009,-0.2741,0.2011
500.0696,-0.2654,0.2258
500.1303,-0.2253,0.2437
500.191,-0.1563,0.2487
500.2516,-0.0722,0.2381
500.3123,0.0055,0.215
500.3729,0.0569,0.1877
500.4336,0.0719,0.1644
500.4943,0.0557,0.1489
500.5549,0.0256,0.1388
500.6156,0.0035,0.1305
500.6763,0.0055,0.1243
500.7369,0.0355,0.1268
500.7976,0.0848,0.1468
500.8582,0.1358,0.1875
500.9189,0.1699,0.2409
500.9796,0.1744,0.2902
501.0402,0.1464,0.3203
501.1009,0.0942,0.3273
501.1616,0.0336,0.3223
501.2222,-0.0169,0.3235
501.2829,-0.0432,0.3431
501.3435,-0.0406,0.378
501.4042,-0.0151,0.4113
501.4649,0.0194,0.425
501.5255,0.0478,0.4131
501.5862,0.0612,0.3866
501.6469,0.0595,0.3658
501.7075,0.0502,0.3645
501.7682,0.0421,0.3795
501.8288,0.0388,0.3926
501.8895,0.0374,0.3843
501.9502,0.0315,0.3485
502.0108,0.0181,0.2979
502.0715,0.0015,0.2547
502.1322,-0.008,0.2346
502.1928,-0.0017,0.2354
502.2535,0.0193,0.239
502.3141,0.0411,0.227
502.3748,0.0426,0.1955
502.4355,0.0071,0.1604
502.4961,-0.0672,0.1466
502.5568,-0.1643,0.1705
502.6175,-0.2585,0.2269
502.6781,-0.3274,0.2919
502.7388,-0.3617,0.337
502.7994,-0.3673,0.3464
502.8601,-0.3563,0.3237
502.9208,-0.3368,0.2846
502.9814,-0.3069,0.2427
503.0421,-0.2588,0.1997
503.1027,-0.1886,0.1472
503.1634,-0.1045,0.079
503.2241,-0.026,0.0018
503.2847,0.0262,-0.064
503.3454,0.0425,-0.0949
503.4061,0.0306,-0.0804
503.4667,0.0099,-0.0313
503.5274,-0.002,0.0253
503.588,-0.0005,0.0612
503.6487,0.0032,0.0631
503.7094,-0.0081,0.0379
503.77,-0.0439,0.0062
503.8307,-0.0984,-0.0114
503.8914,-0.1539,-0.0058
503.952,-0.1929,0.0182
504.0127,-0.2101,0.0477
504.0733,-0.2148,0.0695
504.134,-0.2222,0.0755
504.1947,-0.24,0.0633
504.2553,-0.2616,0.0347
504.316,-0.27,-0.0041
504.3767,-0.2512,-0.0423
504.4373,-0.2057,-0.0642
504.498,-0.1502,-0.0539
504.5586,-0.1076,-0.0037
504.6193,-0.0922,0.0797
504.68,-0.1012,0.1755
504.7406,-0.1179,0.2571
504.8013,-0.1248,0.3053
504.862,-0.1157,0.3177
504.9226,-0.0985,0.3077
504.9833,-0.0872,0.2953
505.0439,-0.0897,0.2945
505.1046,-0.1007,0.3065
505.1653,-0.1063,0.322
505.2259,-0.0958,0.3306
505.2866,-0.0718,0.3294
505.3473,-0.051,0.3255
505.4079,-0.0534,0.3303
505.4686,-0.089,0.35
505.5292,-0.1495,0.3808
505.5899,-0.2136,0.4093
505.6506,-0.2597,0.4197
505.7112,-0.2797,0.4014
505.7719,-0.2823,0.3539
505.8326,-0.2861,0.2856
505.8932,-0.3064,0.2104
505.9539,-0.3449,0.1434
506.0145,-0.3888,0.0978
506.0752,-0.4192,0.0823
506.1359,-0.4217,0.0985
506.1965,-0.3935,0.1399
506.2572,-0.3419,0.192
506.3179,-0.278,0.2376
506.3785,-0.2087,0.2638
506.4392,-0.134,0.2686
506.4998,-0.0493,0.2612
506.5605,0.0477,0.2566
506.6212,0.1518,0.2655
506.6818,0.2482,0.2866
506.7425,0.3168,0.3065
506.8032,0.3406,0.3074
506.8638,0.3136,0.2777
506.9245,0.246,0.2195
506.9851,0.1607,0.1487
507.0458,0.0848,0.0868
507.1065,0.0368,0.0515
507.1671,0.0188,0.049
507.2278,0.0165,0.0747
507.2885,0.009,0.1174
507.3491,-0.0175,0.1656
507.4098,-0.06,0.2115
507.4704,-0.0999,0.2515
507.5311,-0.1146,0.2844
507.5918,-0.0913,0.3105
507.6524,-0.0355,0.3326
507.7131,0.0335,0.3562
507.7738,0.0946,0.3891
507.8344,0.138,0.4383
507.8951,0.1681,0.5063
507.9557,0.1963,0.5886
508.0164,0.229,0.6739
508.0771,0.2601,0.7478
508.1377,0.2753,0.797
508.1984,0.264,0.8125
508.2591,0.2291,0.7904
508.3197,0.1868,0.7316
508.3804,0.1548,0.6415
508.441,0.1386,0.5306
508.5017,0.126,0.4139
508.5624,0.0948,0.3096
508.623,0.0302,0.2339
508.6837,-0.0616,0.195
508.7444,-0.154,0.1886
508.805,-0.2145,0.1994
508.8657,-0.2232,0.2068
508.9263,-0.1844,0.1944
508.987,-0.121,0.158
509.0477,-0.0597,0.1067
509.1083,-0.0157,0.0579
509.169,0.012,0.0283
509.2297,0.0325,0.0259
509.2903,0.0519,0.0468
509.351,0.068,0.0788
509.4116,0.0743,0.1085
509.4723,0.0691,0.128
509.533,0.0594,0.1368
509.5936,0.0564,0.1405
509.6543,0.0633,0.1459
509.715,0.0686,0.1577
509.7756,0.0504,0.1781
509.8363,-0.0081,0.2076
509.8969,-0.1034,0.2469
509.9576,-0.2077,0.2957
510.0183,-0.2822,0.3514
510.0789,-0.2983,0.4069
510.1396,-0.2534,0.4519
510.2003,-0.1702,0.4772
510.2609,-0.0814,0.4792
510.3216,-0.0089,0.4627
510.3822,0.0455,0.4389
510.4429,0.0934,0.42
510.5036,0.144,0.4128
510.5642,0.1912,0.4155
510.6249,0.2145,0.4202
510.6856,0.1931,0.4173
510.7462,0.1224,0.4006
510.8069,0.0201,0.3682
510.8675,-0.0825,0.321
510.9282,-0.1591,0.2588
510.9889,-0.2029,0.1809
511.0495,-0.2279,0.0879
511.1102,-0.2569,-0.0132
511.1709,-0.3055,-0.1076
511.2315,-0.3725,-0.1755
511.2922,-0.4412,-0.2004
511.3528,-0.4902,-0.1763
511.4135,-0.5036,-0.1116
511.4742,-0.4753,-0.0253
511.5348,-0.4071,0.0609
511.5955,-0.3053,0.1315
511.6562,-0.1799,0.182
511.7168,-0.0468,0.2175
511.7775,0.071,0.2471
511.8381,0.1492,0.279
511.8988,0.1714,0.3165
511.9595,0.1401,0.3582
512.0201,0.0776,0.3993
512.0808,0.017,0.4333
512.1415,-0.0141,0.4537
512.2021,-0.0066,0.4554
512.2628,0.028,0.4365
512.3234,0.0672,0.4001
512.3841,0.0935,0.3536
512.4448,0.1045,0.3062
512.5054,0.1123,0.2652
512.5661,0.1316,0.2337
512.6268,0.1672,0.2114
512.6874,0.2078,0.1982
512.7481,0.2315,0.1967
512.8087,0.2193,0.2123
512.8694,0.1672,0.2486
512.9301,0.0907,0.3023
512.9907,0.0169,0.3616
513.0514,-0.0288,0.411
513.1121,-0.0348,0.4401
513.1727,-0.008,0.4508
513.2334,0.0309,0.4573
513.294,0.0587,0.4769
513.3547,0.0594,0.5176
513.4154,0.0293,0.5703
513.476,-0.0243,0.6125
513.5367,-0.0888,0.6207
513.5974,-0.153,0.5855
513.658,-0.2101,0.5182
513.7187,-0.2589,0.4456
513.7793,-0.3013,0.3952
513.84,-0.3399,0.3802
513.9007,-0.3764,0.3945
513.9613,-0.411,0.4191
514.022,-0.4416,0.4354
514.0827,-0.4641,0.4363
514.1433,-0.4726,0.4276
514.204,-0.4617,0.4209
514.2646,-0.4296,0.4234
514.3253,-0.3817,0.4319
514.386,-0.3314,0.4359
514.4466,-0.2974,0.4244
514.5073,-0.2972,0.3938
514.568,-0.3395,0.3486
514.6286,-0.4199,0.2976
514.6893,-0.5225,0.2472
514.7499,-0.6258,0.1984
514.8106,-0.7107,0.1477
514.8713,-0.7653,0.0918
514.9319,-0.7847,0.0309
514.9926,-0.7677,-0.0301
515.0533,-0.7137,-0.084
515.1139,-0.6229,-0.1226
515.1746,-0.4995,-0.1378
515.2352,-0.3548,-0.1217
515.2959,-0.2069,-0.0683
515.3566,-0.0743,0.0234
515.4172,0.0314,0.1449
515.4779,0.1102,0.2777
515.5386,0.1715,0.3981
515.5992,0.2264,0.4851
515.6599,0.2784,0.5288
515.7205,0.32,0.5327
515.7812,0.3364,0.5089
515.8419,0.3142,0.4697
515.9025,0.2497,0.4203
515.9632,0.151,0.359
516.0239,0.0339,0.2824
516.0845,-0.0852,0.1928
516.1452,-0.1945,0.101
516.2058,-0.2873,0.0229
516.2665,-0.3589,-0.0274
516.3272,-0.4042,-0.0441
516.3878,-0.4181,-0.0304
516.4485,-0.3988,0.0055
516.5092,-0.3505,0.0548
516.5698,-0.2831,0.1103
516.6305,-0.2089,0.1643
516.6911,-0.1386,0.2067
516.7518,-0.0796,0.2267
516.8125,-0.0376,0.2189
516.8731,-0.0191,0.189
516.9338,-0.0318,0.1554
516.9945,-0.0806,0.1418
517.0551,-0.1623,0.1645
517.1158,-0.2623,0.2221
517.1764,-0.357,0.2938
517.2371,-0.4214,0.3502
517.2978,-0.4373,0.3692
517.3584,-0.3988,0.3479
517.4191,-0.3112,0.3038
517.4797,-0.1866,0.2634
517.5404,-0.04,0.2467
517.6011,0.1134,0.2567
517.6617,0.2578,0.2797
517.7224,0.3774,0.2962
517.7831,0.4579,0.2938
517.8437,0.4913,0.2754
517.9044,0.4777,0.2568
517.965,0.4248,0.257
518.0257,0.3434,0.2874
518.0864,0.2441,0.3456
518.147,0.1367,0.4162
518.2077,0.0323,0.4789
518.2684,-0.0537,0.5165
518.329,-0.1046,0.5216
518.3897,-0.1095,0.4976
518.4503,-0.0719,0.4556
518.511,-0.0127,0.4091
518.5717,0.0379,0.368
518.6323,0.0555,0.3357
518.693,0.0364,0.3092
518.7537,-0.0001,0.2831
518.8143,-0.0227,0.2544
518.875,-0.0075,0.2262
518.9356,0.0463,0.2059
518.9963,0.1152,0.2007
519.057,0.1656,0.2102
519.1176,0.1752,0.2242
519.1783,0.1467,0.2259
519.239,0.1058,0.2014
519.2996,0.0853,0.1488
519.3603,0.1045,0.082
519.4209,0.1577,0.0249
519.4816,0.2177,-0.0003
519.5423,0.251,0.015
519.6029,0.2354,0.0615
519.6636,0.1687,0.1184
519.7243,0.0677,0.1653
519.7849,-0.0427,0.1938
519.8456,-0.1395,0.2104
519.9062,-0.2084,0.2299
519.9669,-0.2442,0.264
520.0276,-0.2493,0.3131
520.0882,-0.2313,0.3649
520.1489,-0.201,0.4027
520.2096,-0.1706,0.4152
520.2702,-0.15,0.4034
520.3309,-0.1428,0.3799
520.3915,-0.1458,0.361
520.4522,-0.152,0.3585
520.5129,-0.1569,0.3739
520.5735,-0.1632,0.3998
520.6342,-0.18,0.426
520.6949,-0.2155,0.4454
520.7555,-0.269,0.4576
520.8162,-0.3262,0.4671
520.8768,-0.3644,0.478
520.9375,-0.3641,0.49
520.9982,-0.3207,0.4967
521.0588,-0.2499,0.4891
521.1195,-0.1804,0.46
521.1802,-0.1403,0.4089
521.2408,-0.1429,0.3418
521.3015,-0.1806,0.268
521.3621,-0.2303,0.1936
521.4228,-0.2662,0.1183
521.4835,-0.2729,0.0357
521.5441,-0.2514,-0.0604
521.6048,-0.216,-0.1689
521.6655,-0.1848,-0.2767
521.7261,-0.1701,-0.3612
521.7868,-0.1729,-0.3986
521.8474,-0.1843,-0.3747
521.9081,-0.1909,-0.2911
521.9688,-0.1812,-0.1649
522.0294,-0.1488,-0.0204
522.0901,-0.0927,0.12
522.1508,-0.016,0.2435
522.2114,0.0772,0.3466
522.2721,0.1819,0.4307
522.3327,0.2918,0.4971
522.3934,0.3977,0.5438
522.4541,0.4873,0.5667
522.5147,0.5468,0.5629
522.5754,0.5645,0.5325
522.6361,0.535,0.4787
522.6967,0.462,0.4065
522.7574,0.3584,0.3223
522.818,0.2423,0.235
522.8787,0.1314,0.1573
522.9394,0.0378,0.1038
523,-0.0342,0.086
523.0607,-0.0865,0.1064
523.1214,-0.1232,0.1546
523.182,-0.1467,0.2109
523.2427,-0.1566,0.2544
523.3033,-0.1525,0.2728
523.364,-0.1377,0.2671
523.4247,-0.1211,0.2492
523.4853,-0.1148,0.2337
523.546,-0.1285,0.2302
523.6067,-0.1634,0.2405
523.6673,-0.21,0.2609
523.728,-0.2529,0.2859
523.7886,-0.2782,0.3097
523.8493,-0.2821,0.3248
523.91,-0.273,0.3191
523.9706,-0.2668,0.2787
524.0313,-0.2776,0.1951
524.092,-0.3094,0.0745
524.1526,-0.3535,-0.0592
524.2133,-0.3939,-0.1718
524.2739,-0.416,-0.2347
524.3346,-0.4148,-0.2402
524.3953,-0.3966,-0.2054
524.4559,-0.3746,-0.1616
524.5166,-0.3607,-0.135
524.5773,-0.3592,-0.13
524.6379,-0.3658,-0.1279
524.6986,-0.3709,-0.1001
524.7592,-0.3657,-0.0295
524.8199,-0.3467,0.0767
524.8806,-0.3161,0.1888
524.9412,-0.2802,0.2731
525.0019,-0.2464,0.312
525.0626,-0.2199,0.3142
525.1232,-0.2027,0.3084
525.1839,-0.1926,0.3242
525.2445,-0.1836,0.3732
525.3052,-0.1675,0.4428
525.3659,-0.1374,0.5044
525.4265,-0.0927,0.5321
525.4872,-0.0419,0.5173
525.5479,-0.0019,0.4732
525.6085,0.0092,0.4252
525.6692,-0.0191,0.3963
525.7298,-0.0817,0.3947
525.7905,-0.1579,0.4125
525.8512,-0.2196,0.432
525.9118,-0.2448,0.4362
525.9725,-0.2278,0.4168
526.0332,-0.1828,0.3755
526.0938,-0.1364,0.32
526.1545,-0.1154,0.2591
526.2151,-0.1355,0.1986
526.2758,-0.1953,0.1415
526.3365,-0.2791,0.0886
526.3971,-0.3631,0.0402
526.4578,-0.4229,-0.0033
526.5185,-0.4397,-0.042
526.5791,-0.4047,-0.0759
526.6398,-0.3214,-0.1042
526.7004,-0.2074,-0.1239
526.7611,-0.0909,-0.1295
526.8218,-0.0019,-0.1147
526.8824,0.0396,-0.0759
526.9431,0.0338,-0.0154
527.0038,0.0033,0.0578
527.0644,-0.0176,0.1293
527.1251,-0.0003,0.1848
527.1857,0.0627,0.2157
527.2464,0.1523,0.222
527.3071,0.2331,0.2127
527.3677,0.2717,0.2008
527.4284,0.2535,0.1978
527.4891,0.1889,0.2087
527.5497,0.1046,0.2306
527.6104,0.0291,0.2555
527.671,-0.0206,0.2752
527.7317,-0.0434,0.2851
527.7924,-0.0478,0.2863
527.853,-0.0434,0.2845
527.9137,-0.0353,0.2867
527.9744,-0.0239,0.2991
528.035,-0.0094,0.3249
528.0957,0.0054,0.3643
528.1563,0.0157,0.4149
528.217,0.0183,0.4723
528.2777,0.0143,0.5308
528.3383,0.0068,0.5845
528.399,-0.0026,0.6287
528.4597,-0.017,0.6613
528.5203,-0.0425,0.6828
528.581,-0.0814,0.695
528.6416,-0.1275,0.6998
528.7023,-0.1654,0.6982
528.763,-0.1783,0.6904
528.8236,-0.1572,0.6769
528.8843,-0.1077,0.6594
528.945,-0.0476,0.6401
529.0056,0.0021,0.6214
529.0663,0.0264,0.6042
529.1269,0.0207,0.5893
529.1876,-0.0119,0.5773
529.2483,-0.0671,0.5693
529.3089,-0.142,0.5653
529.3696,-0.2322,0.5615
529.4303,-0.326,0.5493
529.4909,-0.4023,0.5179
529.5516,-0.4363,0.4609
529.6122,-0.4138,0.3827
529.6729,-0.3422,0.3003
529.7336,-0.2522,0.2372
529.7942,-0.1851,0.2119
529.8549,-0.1719,0.2274
529.9156,-0.2167,0.2688
529.9762,-0.2943,0.3107
530.0369,-0.3641,0.3316
530.0975,-0.3909,0.3245
530.1582,-0.3626,0.2992
530.2189,-0.2927,0.2744
530.2795,-0.2095,0.2663
530.3402,-0.1392,0.2809
530.4009,-0.0944,0.3154
530.4615,-0.0724,0.3646
530.5222,-0.0633,0.4263
530.5828,-0.0605,0.4991
530.6435,-0.0651,0.5766
530.7042,-0.084,0.642
530.7648,-0.1223,0.6723
530.8255,-0.1784,0.6511
530.8862,-0.2424,0.582
530.9468,-0.301,0.4925
531.0075,-0.342,0.422
531.0681,-0.359,0.4003
531.1288,-0.3512,0.4295
531.1895,-0.3221,0.4818
531.2501,-0.2775,0.5169
531.3108,-0.2238,0.5068
531.3714,-0.1675,0.4535
531.4321,-0.1138,0.387
531.4928,-0.0653,0.3453
531.5534,-0.0216,0.3498
531.6141,0.0195,0.3926
531.6748,0.06,0.4433
531.7354,0.0986,0.4698
531.7961,0.131,0.4581
531.8567,0.1511,0.4191
531.9174,0.1538,0.3787
531.9781,0.1363,0.3589
532.0387,0.0984,0.3643
532.0994,0.041,0.3811
532.1601,-0.0334,0.3876
532.2207,-0.1187,0.3678
532.2814,-0.2032,0.3192
532.342,-0.2694,0.2508
532.4027,-0.2982,0.1769
532.4634,-0.2774,0.111
532.524,-0.2095,0.0633
532.5847,-0.1141,0.0423
532.6454,-0.0223,0.0534
532.706,0.0351,0.0961
532.7667,0.0405,0.1598
532.8273,-0.0041,0.2252
532.888,-0.079,0.2714
532.9487,-0.1557,0.2867
533.0093,-0.2083,0.2765
533.07,-0.2217,0.2604
533.1307,-0.1936,0.2611
533.1913,-0.1318,0.2905
533.252,-0.0503,0.3425
533.3126,0.0351,0.397
533.3733,0.1104,0.4327
533.434,0.1654,0.4401
533.4946,0.1967,0.4252
533.5553,0.2092,0.4036
533.616,0.214,0.389
533.6766,0.2237,0.384
533.7373,0.2459,0.3807
533.7979,0.2778,0.3684
533.8586,0.3077,0.3438
533.9193,0.3203,0.3145
533.9799,0.3059,0.2955
534.0406,0.266,0.2986
534.1013,0.2133,0.3247
534.1619,0.1656,0.3617
534.2226,0.1367,0.3907
534.2832,0.1302,0.3958
